registered_business_name,facility_name,state,suburb,street_address,postcode,primary_anzsic_class_code,primary_anzsic_class_name,main_activities,abn,acn,facility_website,latest_report_year,latest_report_url
APT PARMELIA,APT Parmelia - Dongara,WA,Dongara,Lot 1 Brand Hwy,6525,0700,Oil and Gas Extraction,Gas Processing.,,078902397,,2004/2005,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2005/jurisdiction-facility/WA0056
AQUA HOLDINGS ( QLD ) PTY LTD,Mt Abbott Poultry Farm,QLD,Mareeba,59 Martin Road,4880,0171,Poultry Farming (Meat),Broiler Farm,94253886857,,,2013/2014,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2014/jurisdiction-facility/Q086ILB081
AR & DM CLATWORTHY P/L,Koorabar,QLD,Thornlands,37 Kinross Road,4164,0171,Poultry Farming (Meat),Meat Chicken Facility,12009856795,,,2013/2014,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2014/jurisdiction-facility/Q086ILB030
ARGYLE DIAMOND MINES PTY LIMITED,Argyle Diamond Mine,WA,Lake Argyle,Limestone Creek,6743,0990,Other Non-Metallic Mineral Mining and Quarrying,Diamond Mining and Processing,52008912418,008912418,http://www.argylediamonds.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2024/jurisdiction-facility/WA0214
ARMOUR ENERGY (SURAT BASIN) PTY LTD,Kincora Terminal,QLD,Ballaroo,Kincora Road,4455,0700,Oil and Gas Extraction,Gas / Hydrocarbon / Petroleum Processing,61607504905,607504905,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2024/jurisdiction-facility/Q013ARM001
ARRANMORE OPERATIONS PTY LTD,ARRANMORE OPERATIONS PTY LTD,QLD,Forest Hill,3 Steffens Road,4342,0171,Poultry Farming (Meat),Meat Chicken Facility,44011044269,,,2013/2014,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2014/jurisdiction-facility/Q086ILB069
ARROW (DAANDINE) PTY LTD,Daandine Operations,QLD,(Via) Dalby,Daandine Gas Field,4405,0700,Oil and Gas Extraction,Coal Seam Gas Production and Compression,99114927481,114927481,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2024/jurisdiction-facility/Q012ARR003
ARROW (TIPTON) PTY LTD,Tipton Operations,QLD,(Via) Dalby,Tipton Gas Field,4405,0700,Oil and Gas Extraction,Coal Seam Gas Production and Compression,17114927507,114927507,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2024/jurisdiction-facility/Q012ARR002
ARROW ENERGY PTY LTD,Kogan Gas Field,QLD,Via Dalby,Kogan Coal Seam Gas Field,4405,0700,Oil and Gas Extraction,Coal Seam Gas Production,73078521936,078521936,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2024/jurisdiction-facility/Q012ARR001
ASHLAND PACIFIC PTY LTD,Ashland Pacific Pty Ltd,NSW,Chester Hill,7 Sir Thomas Mitchell Road,2162,1821,Synthetic Resin and Synthetic Rubber Manufacturing,Manufacture of Synthetic Resins: Condensation Reactions; Addition Reactions; Blending Operations.,,000075641,,2000/2001,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2001/jurisdiction-facility/11
ASHTON COAL OPERATIONS PTY LIMITED,Yancoal - Ashton,NSW,Camberwell Via Singleton,73 Glennies Creek Road,2330,0600,Coal Mining,Coal mining,22078556500,078556500,www.ashtoncoal.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2024/jurisdiction-facility/939
ASHTON MINE PTY LTD,Merlin Diamond Project,NT,Borroloola,CARPENTARIA HIGHWAY,0854,0990,Other Non-Metallic Mineral Mining and Quarrying,Diamond extraction by crushing and washing rock,32067599302,,,2002/2003,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NT/year/2003/jurisdiction-facility/NT360
ASPEN PHARMA PTY LTD,Aspen Australia Dandenong,VIC,Dandenong,300 FRANKSTON-DANDENONG RD,3175,1841,Human Pharmaceutical and Medicinal Product Manufacturing,Manufacture of pharmaceutical products,88004118594,004118594,http://intranet-aspen.scl.signet.com.au/,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2024/jurisdiction-facility/00006830
ASSA ABLOY AUSTRALIA PTY LIMITED,ASSA ABLOY AUSTRALIA PTY LIMITED,VIC,Oakleigh,235 HUNTINGDALE RD,3166,2299,Other Fabricated Metal Product Manufacturing n.e.c.,"Manufacturing of security products, including zinc diecasting, electroplating and assembly processes.",90086451907,086451907,http://www.assaabloy.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2024/jurisdiction-facility/00026936
ASSOCIATED KILN DRIERS PTY LIMITED,COLAC,VIC,Colac,7-15 FOREST ST,3250,1411,Log Sawmilling,Timber mill,34004341048,004341048,http://www.akd.com.au/,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2024/jurisdiction-facility/00030663
ATCO POWER AUSTRALIA (KARRATHA) PTY LTD,Karratha Power Station,WA,Karratha,Stovehill Road,6714,2611,Fossil Fuel Electricity Generation,Electric power generation,15132830043,132830043,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2024/jurisdiction-facility/WA1202
AUNGOOSKA FARM PTY LTD,Aungooska Farm,QLD,Mareeba,1638 Dimbulah Road,4880,0171,Poultry Farming (Meat),Meat Chicken Facility,17146112496,146112496,,2013/2014,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2014/jurisdiction-facility/Q086ILB047
AURORA ENERGY (TAMAR VALLEY) PTY LTD,Tamar Valley Power Station,TAS,Bell Bay,4055 East Tamar Highway,7253,2611,Fossil Fuel Electricity Generation,Power Generation,29123391613,123391613,http://www.hydro.com.au,2022/2023,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/TAS/year/2023/jurisdiction-facility/TAS+448
AUS-10 RHYOLITE PTY LTD,Austen Quarry,NSW,Hartley,391 Jenolan Caves Road,2790,0990,Other Non-Metallic Mineral Mining and Quarrying,Extractive activities,79002325144,,http://www.hy-tec.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2024/jurisdiction-facility/1518
"AUST GOLD ALLIANCE P/L,GOLD CORP&JOHNSON","AUST GOLD ALLIANCE P/L,GOLD CORP&JOHNSON",VIC,Thomastown,339 SETTLEMENT RD,3074,2139,Other Basic Non-Ferrous Metal Manufacturing,Manufacture of precious metal products,33824096614,,http://www.agrmatthey.com.au,2008/2009,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2009/jurisdiction-facility/00004155
AUSTAR COAL MINE PTY LTD,Yancoal - Austar,NSW,Paxton,Middle Road,2325,0600,Coal Mining,Coal mining,67111910822,,,2020/2021,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2021/jurisdiction-facility/840
AUSTICKS PTY LTD,Austicks Pty Ltd,QLD,Gladstone,14 Bassett St,4680,1499,Other Wood Product Manufacturing n.e.c.,Manufacture of ice-cream sticks,12064136429,064136429,http://www.austicks.com.au,2012/2013,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2013/jurisdiction-facility/Q039AUS001
AUSTRAL BRICK COMPANY PTY LTD,Austral Bricks Eastwood,NSW,Eastwood,Midson Road,2122,2021,Clay Brick Manufacturing,"Mining, crushing, pressing, firing, despatch (dry press brick manufacture). CLOSED 24 Oct 2003.",52000005550,000005550,,2003/2004,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2004/jurisdiction-facility/130
AUSTRAL BRICKS (VIC) PTY LTD,Wollert Plant,VIC,Wollert,BRICK MAKERS DR,3750,2021,Clay Brick Manufacturing,Clay brick manufacturing,64125934867,125934867,https://www.australbricks.com.au/,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2024/jurisdiction-facility/00029061
AUSTRAL BRICKS (WA) PTY LTD,AUSTRAL BRICKS - DONNINGTON SPRINGS CLAY PIT,WA,Chittering,LOT 4798 GREAT NORTHERN HIGHWAY,6084,0919,Other Construction Material Mining,MINING OF NON-METALLIC MINERALS,34079711603,079711603,http://www.australbrick.com.au,2010/2011,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2011/jurisdiction-facility/WA0707
AUSTRAL BRICKS QLD PTY LTD,Riverview,QLD,Riverview,103 Riverview Road,4303,2021,Clay Brick Manufacturing,Empty Site,62125934858,125934858,http://www.australbricks.com.au,2011/2012,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2012/jurisdiction-facility/Q001AUS002
AUSTRAL PLYWOODS PTY LTD,Austral Plywoods Pty Ltd,QLD,Tennyson,1 CURZON ST,4105,1493,Veneer and Plywood Manufacturing,Manufacturing plywood,19726524324,,http://www.australply.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2024/jurisdiction-facility/Q039APP001
AUSTRALIA PACIFIC LNG PTY LTD,APLNG Facility - Curtis Island,QLD,Curtis Island,Lot 3 SP228454 and Lot 3 SP235971,4680,0700,Oil and Gas Extraction,Liquefied Natural Gas (LNG) Production,68001646331,001646331,http://www.APLNG.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2024/jurisdiction-facility/Q012APL002
AUSTRALIAN BUILDING CERAMICS P/L,AUSTRALIAN BUILDING CERAMICS P/L,VIC,Dandenong,398-424 HAMMOND RD,3175,2029,Other Ceramic Product Manufacturing,Manufacture of ceramic tiles,50006334541,006334541,http://www.granito.com.au,2008/2009,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2009/jurisdiction-facility/00004172
AUSTRALIAN CO-OP FOODS LTD,Dairy Farmers - Simpson,VIC,Simpson,LAVERS HILL RD,3266,1131,Milk and Cream Processing,Cheese Manufacturing,65010308068,010308068,http://www.dairyfarmers.com.au,2008/2009,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2009/jurisdiction-facility/00004533
AUSTRALIAN CO-OPERATIVE FOODS LIMITED,Dairy Farmers Bomaderry,NSW,Bomaderry,220 Bolong Road,2541,1131,Milk and Cream Processing,Milk processing and packaging.,,010308068,http://www.dairyfarmers.com.au,2004/2005,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2005/jurisdiction-facility/416
AUSTRALIAN FOOD GROUP PTY LT,Blue Ribbon Snmallgoods,TAS,Launceston,29 Killafaddy Road,7250,1111,Meat Processing,,48367956877,,,2003/2004,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/TAS/year/2004/jurisdiction-facility/TAS+18
AUSTRALIAN LAMB (COLAC) PTY LTD,Australian Lamb (Colac) Pty Ltd,VIC,Colac,1 TRISTANIA DR,3250,1111,Meat Processing,Meat Processing,56087919944,087919944,https://minervafoods.com,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2024/jurisdiction-facility/00022776
AUSTRALIAN MEAT GROUP PTY LTD,AUSTRALIAN MEAT GROUP DANDENONG,VIC,Dandenong,342 HAMMOND RD,3175,1111,Meat Processing,Meat processing,75168396316,168396316,http://www.amg.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2024/jurisdiction-facility/00004104
AUSTRALIAN PIPELINE LIMITED,Daandine Power Station,QLD,Via Dalby,Dalby-Kogan Road,4405,2611,Fossil Fuel Electricity Generation,Generation of electricity by burning of Coal Seam Gas,99091344704,091344704,http://www.apa.com.au/,2021/2022,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2022/jurisdiction-facility/Q019ARR001
AUSTRALIAN PLASTICS EXTRUSIONS PTY LTD,AUSTRALIAN PLASTICS EXTRUSIONS PTY LTD,VIC,Heidelberg West,26-36 SHEEHAN RD,3081,1611,Printing,Film extrusion and flexographic printing,83062931015,062931015,http://www.apexfilms.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2024/jurisdiction-facility/00024790
AUSTRALIAN SOFTWOOD QLD PTY LTD,Permalog Timbers,QLD,Narangba,11-49 Potassium St,4504,1413,Timber Resawing and Dressing,Timber preservation operations.,18652795090,652795090,http://www.permalogtimbers.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2024/jurisdiction-facility/Q039PML001
AUSTRALIAN TALLOW PRODUCERS PTY LTD,AUSTRALIAN TALLOW PRODUCERS PTY LTD,VIC,Brooklyn,680 GEELONG RD,3012,1111,Meat Processing,Rendering of animal by-products to produce tallow/oil and meat meals,28007046059,007046059,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2024/jurisdiction-facility/00006827
AUSTRALIAN TOPMAKING SERVICES LIMITED,AUSTOP Parkes Woolscour Plant,NSW,Parkes,1 King Merino Road,2870,1311,Wool Scouring,Wool top making and wool scouring plant,76004284164,004281164,,2004/2005,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2005/jurisdiction-facility/890
AUSTRALIAS BOUTIQUE BRICKMAKER PTY LTD,Littlehampton Brick Company,SA,Littlehampton,MAIN RD,5250,2021,Clay Brick Manufacturing,Clay Brick and Paver Production,51667901733,,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2024/jurisdiction-facility/SA0154
AWE PERTH PTY LTD,Dongara Production Facility,WA,Dongara,Brand Highway,6525,0700,Oil and Gas Extraction,Gas and oil production,74009204031,009204031,http://www.awexplore.com,2016/2017,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2017/jurisdiction-facility/WA0213
BAIADA POULTRY P/L,Lethbridge farm,VIC,Lethbridge,540 ENGLISH RD,3332,0171,Poultry Farming (Meat),Broiler meat production facility,96002925948,002925948,http://www.baiada.com.au,2009/2010,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2010/jurisdiction-facility/00029127
BAIADA POULTRY PTY LIMITED,Angaston Breeder Farm,SA,Angaston,Hill Climb Road,5353,0171,Poultry Farming (Meat),Meat Breeder egg production facility,96002925948,002925948,http://www.baiada.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2024/jurisdiction-facility/SA0411
BALCHIN K C & R D,FOXWOOD FARM POULTRY,WA,Wattle Grove,Lot 64 Brook Road,6107,0171,Poultry Farming (Meat),Chicken raising for meat production.,85240799852,,,2008/2009,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2009/jurisdiction-facility/WA0653
BALHAN INDUSTRIAL CO. PROPRIETARY LIMITED,BALHAN INDUSTRIAL CO. PROPRIETARY LIMITED,VIC,Moolap,81-89  BUCKLEY GVE,3221,1831,Fertiliser Manufacturing,"Manufacturing of liquid fertilizers, dairy detergents and veterinary pharmaceuticals",93004705435,004705435,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2024/jurisdiction-facility/00004334
BALLARAT CITY COUNCIL,BALLARAT CITY COUNCIL,VIC,Smythesdale,"BMG BORAL GRAVEL PITS, GLENELG HWY",3351,2921,Waste Treatment and Disposal Services,Site established for the disposal of general domestic and commercial waste within the Highlands Regional Group.,37601599422,,,2005/2006,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2006/jurisdiction-facility/00006932
BARLOU P/L,Barlou Pty Ltd,TAS,Koonya,299 NEWMANS CREEK RD,7187,0171,Poultry Farming (Meat),Poultry Meat,51009549900,009549900,,2011/2012,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/TAS/year/2012/jurisdiction-facility/TAS+431
BAROSSA CERAMICS,Barossa Ceramics,SA,Nurioopta,109 Murray St,5355,2029,Other Ceramic Product Manufacturing,Manufacture of ceramic (fried clay) floor tiles.,84070453548,070453548,,1999/2000,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2000/jurisdiction-facility/SA0436
BARRO GROUP PTY LIMITED,Bacchus Marsh,VIC,Darley,2668 GISBORNE ROAD,3340,0911,Gravel and Sand Quarrying,"Sand quarrying, washing or screening",42005105724,005105724,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2024/jurisdiction-facility/00030850
BARTTER ENTERPRISES PTY LIMITED,Bartter Avenue 31,NSW,Darlington Point,Ringwood Road,2706,0171,Poultry Farming (Meat),Meat breeder rearing facility,22000451374,000451374,http://www.baiada.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2024/jurisdiction-facility/1221
BARTTER ENTERPRISES PTY LTD,Bartter Enterprises Marsden Park,NSW,Marsden Park,1 South Street,2765,0171,Poultry Farming (Meat),Distribution and poultry deboning,95002759462,002759462,,2002/2003,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2003/jurisdiction-facility/504
BARWON REGION WATER AUTHORITY,Colac Water Treatment Plant,VIC,Elliminyt,240 FOREST ST SOUTH,3249,2811,Water Supply,potable water supply,86348316514,,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2024/jurisdiction-facility/00029287
BASF AUSTRALIA LTD,BASF Cheltenham,VIC,Cheltenham ,71-75 TAUNTON DR,3192,1841,Human Pharmaceutical and Medicinal Product Manufacturing,Extraction and Purification of Beta-carotene,62008437867,008437867,https://www.basf.com/au/en.html,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2024/jurisdiction-facility/00030826
